-29.7,1025.1785
-29.6,1025.1739
-29.5,1025.1692
-29.4,1025.1644
-29.3,1025.1596
-29.2,1025.1548
-29.1,1025.1499
-29,1025.1449
-28.9,1025.1399
-28.8,1025.1348
-28.7,1025.1296
-28.6,1025.1244
-28.5,1025.1191
-28.4,1025.1138
-28.3,1025.1084
-28.2,1025.103
-28.1,1025.0975
-28,1025.0919
-27.9,1025.0863
-27.8,1025.0806
-27.7,1025.0749
-27.6,1025.069
-27.5,1025.0632
-27.4,1025.0572
-27.3,1025.0512
-27.2,1025.0451
-27.1,1025.039
-27,1025.0328
-26.9,1025.0265
-26.8,1025.0201
-26.7,1025.0137
-26.6,1025.0072
-26.5,1025.0007
-26.4,1024.994
-26.3,1024.9873
-26.2,1024.9806
-26.1,1024.9737
-26,1024.9668
-25.9,1024.9598
-25.8,1024.9528
-25.7,1024.9456
-25.6,1024.9384
-25.5,1024.9312
-25.4,1024.9238
-25.3,1024.9164
-25.2,1024.9089
-25.1,1024.9013
-25,1024.8936
-24.9,1024.8859
-24.8,1024.878
-24.7,1024.8701
-24.6,1024.8622
-24.5,1024.8541
-24.4,1024.846
-24.3,1024.8377
-24.2,1024.8294
-24.1,1024.821
-24,1024.8126
-23.9,1024.804
-23.8,1024.7954
-23.7,1024.7867
-23.6,1024.7779
-23.5,1024.769
-23.4,1024.76
-23.3,1024.7509
-23.2,1024.7418
-23.1,1024.7326
-23,1024.7232
-22.9,1024.7138
-22.8,1024.7043
-22.7,1024.6948
-22.6,1024.6851
-22.5,1024.6753
-22.4,1024.6655
-22.3,1024.6555
-22.2,1024.6455
-22.1,1024.6354
-22,1024.6252
-21.9,1024.6149
-21.8,1024.6045
-21.7,1024.594
-21.6,1024.5835
-21.5,1024.5728
-21.4,1024.562
-21.3,1024.5512
-21.2,1024.5403
-21.1,1024.5292
-21,1024.5181
-20.9,1024.5069
-20.8,1024.4956
-20.7,1024.4842
-20.6,1024.4727
-20.5,1024.4611
-20.4,1024.4494
-20.3,1024.4376
-20.2,1024.4257
-20.1,1024.4138
-20,1024.4017
-19.9,1024.3896
-19.8,1024.3773
-19.7,1024.365
-19.6,1024.3525
-19.5,1024.34
-19.4,1024.3274
-19.3,1024.3147
-19.2,1024.3019
-19.1,1024.289
-19,1024.276
-18.9,1024.2629
-18.8,1024.2497
-18.7,1024.2364
-18.6,1024.223
-18.5,1024.2096
-18.4,1024.196
-18.3,1024.1824
-18.2,1024.1686
-18.1,1024.1548
-18,1024.1409
-17.9,1024.1269
-17.8,1024.1128
-17.7,1024.0986
-17.6,1024.0843
-17.5,1024.0699
-17.4,1024.0555
-17.3,1024.0409
-17.2,1024.0263
-17.1,1024.0116
-17,1023.9968
-16.9,1023.9819
-16.8,1023.9669
-16.7,1023.9518
-16.6,1023.9367
-16.5,1023.9215
-16.4,1023.9061
-16.3,1023.8907
-16.2,1023.8753
-16.1,1023.8597
-16,1023.8441
-15.9,1023.8283
-15.8,1023.8126
-15.7,1023.7967
-15.6,1023.7807
-15.5,1023.7647
-15.4,1023.7486
-15.3,1023.7324
-15.2,1023.7162
-15.1,1023.6998
-15,1023.6835
-14.9,1023.667
-14.8,1023.6505
-14.7,1023.6339
-14.6,1023.6172
-14.5,1023.6005
-14.4,1023.5837
-14.3,1023.5668
-14.2,1023.5499
-14.1,1023.5329
-14,1023.5158
-13.9,1023.4987
-13.8,1023.4816
-13.7,1023.4643
-13.6,1023.4471
-13.5,1023.4297
-13.4,1023.4124
-13.3,1023.3949
-13.2,1023.3774
-13.1,1023.3599
-13,1023.3423
-12.9,1023.3247
-12.8,1023.307
-12.7,1023.2893
-12.6,1023.2715
-12.5,1023.2537
-12.4,1023.2359
-12.3,1023.218
-12.2,1023.2001
-12.1,1023.1822
-12,1023.1642
-11.9,1023.1462
-11.8,1023.1281
-11.7,1023.1101
-11.6,1023.092
-11.5,1023.0738
-11.4,1023.0557
-11.3,1023.0375
-11.2,1023.0193
-11.1,1023.0011
-11,1022.9829
-10.9,1022.9647
-10.8,1022.9464
-10.7,1022.9281
-10.6,1022.9098
-10.5,1022.8916
-10.4,1022.8733
-10.3,1022.8549
-10.2,1022.8366
-10.1,1022.8183
-10,1022.8
-9.9,1022.7817
-9.8,1022.7634
-9.7,1022.7451
-9.6,1022.7267
-9.5,1022.7084
-9.4,1022.6902
-9.3,1022.6719
-9.2,1022.6536
-9.1,1022.6353
-9,1022.6171
-8.9,1022.5989
-8.8,1022.5807
-8.7,1022.5625
-8.6,1022.5443
-8.5,1022.5262
-8.4,1022.508
-8.3,1022.4899
-8.2,1022.4719
-8.1,1022.4538
-8,1022.4358
-7.9,1022.4178
-7.8,1022.3999
-7.7,1022.382
-7.6,1022.3641
-7.5,1022.3463
-7.4,1022.3285
-7.3,1022.3107
-7.2,1022.293
-7.1,1022.2753
-7,1022.2577
-6.9,1022.2401
-6.8,1022.2226
-6.7,1022.2051
-6.6,1022.1877
-6.5,1022.1703
-6.4,1022.1531
-6.3,1022.1359
-6.2,1022.119
-6.1,1022.1023
-6,1022.0859
-5.9,1022.0701
-5.8,1022.0549
-5.7,1022.0406
-5.6,1022.0274
-5.5,1022.0154
-5.4,1022.0047
-5.3,1021.9955
-5.2,1021.9878
-5.1,1021.9816
-5,1021.9767
-4.9,1021.973
-4.8,1021.9703
-4.7,1021.9685
-4.6,1021.9672
-4.5,1021.9665
-4.4,1021.966
-4.3,1021.9657
-4.2,1021.9656
-4.1,1021.9655
-4,1021.9655
-3.9,1021.9655
-3.8,1021.9655
-3.7,1021.9655
-3.6,1021.9655
-3.5,1021.9655
-3.4,1021.9655
-3.3,1021.9655
-3.2,1021.9655
-3.1,1021.9655
-3,1021.9655
-2.9,1021.9655
-2.8,1021.9655
-2.7,1021.9655
-2.6,1021.9655
-2.5,1021.9655
-2.4,1021.9655
-2.3,1021.9655
-2.2,1021.9655
-2.1,1021.9655
-2,1021.9655
-1.9,1021.9655
-1.8,1021.9655
-1.7,1021.9655
-1.6,1021.9655
-1.5,1021.9655
-1.4,1021.9655
-1.3,1021.9655
-1.2,1021.9655
-1.1,1021.9655
-1,1021.9655
-0.9,1021.9655
-0.8,1021.9655
-0.7,1021.9655
-0.6,1021.9655
-0.5,1021.9655
-0.4,1021.9655
-0.3,1021.9655
-0.2,1021.9655
-0.1,1021.9655
-0,1021.9655
